ID,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Monetary,Frequency,TotalKids,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
6864,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2.0,2,4.0,2,3,0,3.0,5,0,0,0,0,0,0,0,34,30.0,8.0,0,65.08,26.94,8.17,1.1,Cannot Lose Them
3033,Master,Together,38620.0,0,0,2013-11-05,56,112,17,44,34.0,22,89.0,1,2,5,3.0,3,0,0,0,0,0,0,0,60,318.0,11.0,0,42.94,38.66,47.13,2.21,at Risk Customers
5710,Bachelor,Together,40548.0,0,1,2012-10-10,31,110,0,5,2.0,0,3.0,2,2,1,4.0,5,0,1,0,0,0,0,0,53,120.0,9.0,1,67.71,31.32,33.85,1.91,at Risk Customers
7373,Doctor,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33.0,22,43.0,6,4,1,6.0,6,0,0,0,0,0,0,1,71,302.0,17.0,2,91.8,58.1,45.95,2.81,at Risk Customers
8755,Master,Married,68657.0,0,0,2013-02-20,4,482,34,471,119.0,68,22.0,1,3,5,9.0,7,0,0,0,0,0,0,0,77,1196.0,18.0,0,95.13,62.46,81.11,3.9,New Customers
10738,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2.0,1,3.0,1,2,0,3.0,7,0,0,0,0,0,0,0,72,65.0,6.0,2,44.22,15.45,23.69,1.22,Cannot Lose Them
4339,Doctor,Married,67353.0,0,1,2013-12-31,37,702,17,151,0.0,8,35.0,5,5,6,12.0,2,0,0,0,0,0,0,0,53,913.0,28.0,1,62.45,96.29,69.75,3.8,New Customers
10755,Master,Married,23718.0,1,0,2013-02-09,76,6,3,14,15.0,7,36.0,3,3,1,2.0,7,0,0,0,0,0,0,0,47,81.0,9.0,1,23.58,31.32,28.51,1.43,Cannot Lose Them
8595,Bachelor,Widow,42429.0,0,1,2014-11-02,99,55,0,6,2.0,0,4.0,2,1,1,3.0,5,0,0,0,0,0,0,0,50,67.0,7.0,1,0.4,21.52,24.4,1.0,Cannot Lose Them
2968,Doctor,Divorced,48948.0,0,0,2013-01-02,53,437,8,206,120.5,49,42.0,2,7,10,5.0,6,1,0,0,0,0,0,1,80,902.0,24.0,0,46.55,86.5,69.08,3.53,New Customers
8601,Bachelor,Married,80011.0,0,1,2013-04-29,3,421,76,536,82.0,81,102.0,2,8,6,5.0,4,0,0,0,0,0,0,0,43,1395.0,21.0,1,96.38,75.04,86.72,4.24,Potential Loyalists
503,Master,Married,20559.0,1,0,2013-12-03,88,13,1,29,3.0,0,7.0,2,2,0,3.0,8,0,0,0,0,0,0,0,38,53.0,7.0,1,11.07,21.52,18.78,0.92,Cannot Lose Them
8430,Bachelor,Together,21994.0,0,1,2012-12-24,4,9,0,6,3.0,1,3.0,1,0,0,3.0,5,0,0,0,0,0,0,0,66,22.0,4.0,1,95.13,3.37,4.98,0.9,Cannot Lose Them
7281,Doctor,Single,51382.0,0,0,2013-05-11,80,81,11,50,3.0,2,39.0,1,1,3,4.0,2,0,0,0,0,0,0,0,64,186.0,9.0,0,19.47,31.32,39.5,1.71,at Risk Customers
2139,Master,Married,7500.0,1,0,2013-02-10,19,3,1,10,3.0,2,12.0,3,2,0,3.0,5,0,0,0,0,0,0,0,48,31.0,8.0,1,80.71,26.94,8.64,1.23,Cannot Lose Them
1371,Bachelor,Single,79941.0,0,0,2014-06-28,72,123,81,266,120.5,30,126.5,1,2,4,9.0,1,0,0,0,0,0,0,0,47,984.0,16.0,0,27.44,53.26,72.65,3.02,New Customers
9909,Master,Married,7500.0,0,0,2012-09-11,24,3,18,14,15.0,22,50.0,3,3,1,3.0,9,0,0,0,0,0,0,1,27,122.0,10.0,0,75.79,35.38,34.23,2.04,at Risk Customers
7286,Bachelor,Together,41728.0,1,0,2013-05-24,92,13,6,15,3.0,5,13.0,1,2,0,2.0,10,0,0,0,0,0,0,0,55,55.0,5.0,1,7.43,9.46,19.87,0.75,Cannot Lose Them
7244,Bachelor,Single,51382.0,2,1,2014-01-01,96,48,5,48,6.0,10,7.0,3,2,1,4.0,6,0,0,0,0,0,0,0,72,124.0,10.0,3,3.23,35.38,34.43,1.5,Cannot Lose Them
6566,Doctor,Married,72550.0,1,1,2012-08-11,39,826,50,317,50.0,38,38.0,6,5,2,12.0,8,0,0,0,0,0,0,0,69,1319.0,28.0,2,60.36,96.29,84.48,4.21,Potential Loyalists
8614,Bachelor,Widow,65486.0,0,1,2014-12-05,29,245,19,125,37.0,67,14.0,1,4,2,10.0,2,0,0,0,0,0,0,0,66,507.0,17.0,1,70.2,58.1,55.97,2.94,at Risk Customers
4114,Master,Married,79143.0,0,0,2012-11-08,2,650,37,556,27.0,81,32.0,1,6,9,13.0,3,0,0,0,0,0,0,0,59,1693.0,29.0,0,97.66,97.5,93.82,4.77,Champions
1331,Bachelor,Single,35790.0,1,0,2013-02-01,54,12,6,20,30.0,1,3.0,2,2,0,3.0,7,0,0,0,0,0,0,0,46,72.0,7.0,1,45.39,21.52,26.26,1.39,Cannot Lose Them
2225,Bachelor,Divorced,82582.0,0,0,2014-07-06,54,510,81,550,120.5,40,126.5,1,4,9,7.0,1,1,0,0,1,0,0,1,46,1617.0,21.0,0,45.39,75.04,92.01,4.01,Potential Loyalists
9381,Bachelor,Married,66373.0,1,1,2013-12-06,57,328,9,124,12.0,24,109.0,6,4,2,10.0,3,0,0,0,0,0,0,0,45,606.0,23.0,2,41.57,83.3,59.16,3.16,New Customers
6260,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,120.5,81,126.5,1,3,10,13.0,1,0,0,1,0,0,0,1,68,1957.0,27.0,0,44.22,94.64,97.52,4.44,Potential Loyalists
10383,Bachelor,Divorced,70287.0,0,0,2013-02-04,30,295,35,482,120.5,81,40.0,1,5,5,10.0,3,0,0,0,0,0,0,1,57,1093.0,21.0,0,68.83,75.04,76.8,3.76,New Customers
7437,Bachelor,Single,27938.0,1,0,2014-04-28,31,13,0,8,2.0,1,5.0,1,1,0,4.0,3,0,0,0,0,0,0,0,35,29.0,6.0,1,67.71,15.45,7.75,0.94,Cannot Lose Them
8557,Bachelor,Single,51382.0,1,0,2013-06-17,57,11,3,22,2.0,2,6.0,2,2,0,3.0,6,0,0,0,0,0,0,0,41,46.0,7.0,1,41.57,21.52,15.76,1.06,Cannot Lose Them
8375,Doctor,Married,55954.0,0,1,2014-03-03,63,447,0,28,0.0,0,43.0,3,8,2,6.0,7,0,0,0,0,0,0,0,55,518.0,19.0,1,36.42,66.47,56.15,2.8,at Risk Customers
6853,Master,Single,75777.0,0,0,2013-04-07,12,712,26,538,69.0,13,80.0,1,3,6,11.0,1,0,1,1,0,0,0,1,41,1438.0,21.0,0,87.29,75.04,87.45,4.2,Potential Loyalists
3076,Bachelor,Together,66653.0,1,1,2012-07-09,18,452,18,102,16.0,18,6.0,4,4,2,12.0,3,0,0,0,0,0,0,0,48,612.0,22.0,2,81.7,79.26,59.57,3.42,New Customers
1012,Bachelor,Single,61823.0,0,1,2013-02-18,26,523,7,134,37.0,14,126.5,4,8,2,10.0,7,0,0,0,0,0,0,0,71,884.0,24.0,1,73.57,86.5,68.41,3.71,New Customers
6518,Doctor,Widow,67680.0,0,1,2013-11-06,8,546,0,48,0.0,6,6.0,1,7,3,8.0,5,0,0,0,0,0,0,0,72,606.0,19.0,1,91.8,66.47,59.16,3.31,New Customers
4137,Bachelor,Together,70666.0,0,0,2013-06-12,29,398,40,367,119.0,81,30.0,1,7,4,4.0,4,0,0,0,0,0,0,0,75,1076.0,16.0,0,70.2,53.26,76.13,3.44,New Customers
8082,Bachelor,Married,25721.0,1,0,2013-05-21,75,1,3,6,3.0,6,15.0,1,1,1,2.0,7,0,0,0,0,0,0,1,52,34.0,5.0,1,24.39,9.46,9.78,0.59,Cannot Lose Them
1386,Bachelor,Together,32474.0,1,1,2014-11-05,0,10,0,1,0.0,0,0.0,1,1,0,2.0,7,0,0,0,0,0,0,0,56,11.0,4.0,2,100.0,3.37,0.76,0.82,Cannot Lose Them
9369,Master,Single,88194.0,0,1,2014-03-19,19,688,14,309,120.5,24,38.0,1,11,10,10.0,5,1,0,0,1,0,0,1,44,1274.0,32.0,1,80.71,99.17,83.28,4.37,Potential Loyalists
4477,Bachelor,Together,69096.0,0,1,2013-09-27,4,247,49,159,7.0,81,109.0,1,5,2,10.0,4,0,0,0,0,0,0,0,65,653.0,18.0,1,95.13,62.46,60.57,3.31,New Customers
1357,Bachelor,Together,74854.0,1,2,2013-08-04,90,856,59,487,58.0,29,73.0,6,2,5,5.0,5,0,0,0,0,0,0,0,53,1562.0,19.0,3,9.36,66.47,90.38,3.58,New Customers
1402,Master,Married,66991.0,0,0,2012-11-09,1,496,36,460,120.5,60,12.0,3,4,8,6.0,3,0,0,0,0,0,0,0,69,1253.0,21.0,0,98.83,75.04,82.9,4.15,Potential Loyalists
10629,Master,Married,51382.0,1,0,2012-09-14,25,25,3,43,17.0,4,17.0,3,3,0,3.0,8,0,0,0,0,0,0,0,50,109.0,9.0,1,74.6,31.32,33.07,1.94,at Risk Customers
6312,Bachelor,Married,65031.0,0,1,2013-03-17,29,258,81,291,84.0,37,86.0,4,10,3,13.0,7,0,0,0,0,0,0,0,64,863.0,30.0,1,70.2,98.17,67.69,3.83,New Customers
8132,Doctor,Married,60631.0,1,1,2013-05-04,88,565,6,65,0.0,6,19.0,5,9,2,8.0,7,0,1,0,0,0,0,0,48,661.0,24.0,2,11.07,86.5,61.02,3.03,New Customers
1050,Bachelor,Married,28332.0,0,0,2014-04-30,58,14,10,13,4.0,15,9.0,1,2,1,4.0,2,0,0,0,0,0,0,0,71,65.0,8.0,0,40.69,26.94,23.69,1.36,Cannot Lose Them
5846,Bachelor,Divorced,40246.0,1,0,2012-12-19,68,2,1,6,2.0,1,1.0,1,1,0,2.0,6,0,0,0,0,0,0,0,46,13.0,4.0,1,31.44,3.37,1.09,0.31,Cannot Lose Them
1859,Master,Married,75251.0,0,0,2012-08-27,34,721,81,556,97.0,18,18.0,1,7,6,5.0,5,0,0,0,0,0,0,1,51,1890.0,19.0,0,65.08,66.47,96.45,4.17,Potential Loyalists
7503,Bachelor,Single,75825.0,0,0,2012-12-10,40,1032,81,556,120.5,81,51.0,0,5,8,9.0,4,1,0,0,0,0,0,1,47,2209.0,22.0,0,59.38,79.26,99.26,4.38,Potential Loyalists
10401,Master,Together,26326.0,0,0,2013-04-09,12,1,0,5,0.0,3,9.0,1,0,0,3.0,3,0,0,0,0,0,1,0,47,18.0,4.0,0,87.29,3.37,3.1,0.79,Cannot Lose Them
1618,Bachelor,Together,56046.0,0,0,2013-02-01,9,577,0,64,0.0,0,51.0,2,10,1,8.0,8,1,0,0,0,0,0,1,58,692.0,21.0,0,90.7,75.04,62.05,3.5,New Customers
3332,Bachelor,Single,29760.0,1,0,2012-08-29,87,64,4,68,7.0,5,17.0,4,3,1,4.0,8,0,0,0,0,0,0,0,38,165.0,12.0,1,12.04,41.72,37.89,1.75,at Risk Customers
2261,Bachelor,Married,26304.0,1,0,2013-06-23,5,4,1,5,2.0,0,4.0,1,1,0,2.0,7,0,0,0,0,0,0,0,54,16.0,4.0,1,94.18,3.37,2.05,0.81,Cannot Lose Them
5346,Master,Married,23559.0,1,0,2013-03-07,87,25,5,19,7.0,0,23.0,3,3,0,3.0,7,0,0,0,0,0,0,0,50,79.0,9.0,1,12.04,31.32,27.97,1.33,Cannot Lose Them
4119,Master,Together,38620.0,0,0,2013-11-05,56,112,17,44,34.0,22,89.0,1,2,5,3.0,3,0,0,0,0,0,0,0,60,318.0,11.0,0,42.94,38.66,47.13,2.21,at Risk Customers
535,Bachelor,Divorced,81361.0,0,0,2014-02-25,18,163,23,424,27.0,65,76.0,1,3,10,13.0,1,0,0,0,0,0,0,0,36,778.0,27.0,0,81.7,94.64,64.81,3.78,New Customers
5268,Bachelor,Married,29440.0,1,1,2013-11-08,95,17,8,14,10.0,4,3.0,2,1,0,4.0,7,0,0,0,0,0,0,0,63,56.0,7.0,2,4.22,21.52,20.29,0.91,Cannot Lose Them
273,Master,Married,36138.0,1,1,2013-07-16,48,130,0,16,0.0,0,5.0,5,3,1,4.0,7,0,1,0,0,0,0,0,53,151.0,13.0,2,52.21,44.26,36.84,2.06,at Risk Customers
4452,Bachelor,Single,50388.0,0,1,2014-05-28,3,292,6,37,0.0,3,34.0,4,6,1,6.0,7,0,1,0,1,0,0,1,66,372.0,17.0,1,96.38,58.1,49.16,2.94,at Risk Customers
8504,Bachelor,Married,79593.0,0,0,2014-12-05,70,350,60,556,110.0,81,126.5,1,5,6,7.0,2,0,0,1,0,0,0,0,50,1366.0,19.0,0,29.76,66.47,85.62,3.59,New Customers
771,Bachelor,Together,54178.0,0,1,2014-01-21,79,135,9,39,4.0,0,7.0,1,2,2,5.0,2,0,0,0,0,0,0,0,56,194.0,10.0,1,20.48,35.38,40.01,1.79,at Risk Customers
8996,Doctor,Married,51382.0,2,1,2012-11-19,4,230,42,192,49.0,37,53.0,6,7,2,8.0,9,0,0,0,0,0,0,0,66,603.0,29.0,3,95.13,97.5,58.99,3.76,New Customers
9235,Bachelor,Single,51382.0,1,1,2014-05-27,45,7,0,8,2.0,0,1.0,1,1,0,2.0,7,0,0,0,0,0,0,0,66,18.0,4.0,2,55.47,3.37,3.1,0.55,Cannot Lose Them
5798,Master,Together,51382.0,0,0,2013-11-23,87,445,37,359,98.0,28,18.0,1,2,4,8.0,1,0,0,0,0,0,0,0,50,985.0,15.0,0,12.04,49.35,72.69,2.85,at Risk Customers
11178,Master,Single,42394.0,1,0,2014-03-23,69,15,2,10,0.0,1,4.0,1,1,0,3.0,7,0,0,0,0,0,0,0,51,32.0,5.0,1,30.52,9.46,9.11,0.62,Cannot Lose Them
2230,Doctor,Married,23626.0,1,0,2014-05-24,84,27,2,14,0.0,0,0.0,3,3,1,3.0,5,0,0,0,0,0,0,0,53,43.0,10.0,1,15.14,35.38,13.78,1.0,Cannot Lose Them
7516,Bachelor,Married,30096.0,1,0,2014-05-22,30,5,3,11,12.0,5,9.0,1,2,0,3.0,6,0,0,0,0,0,0,0,40,45.0,6.0,1,68.83,15.45,15.05,1.16,Cannot Lose Them
7247,Bachelor,Widow,47916.0,0,1,2012-11-22,72,505,0,26,0.0,0,75.0,5,7,4,6.0,6,0,1,0,0,0,0,0,63,606.0,22.0,1,27.44,79.26,59.16,3.0,at Risk Customers
11100,Bachelor,Divorced,51813.0,1,1,2013-11-04,37,51,2,7,0.0,1,2.0,2,2,0,3.0,7,0,0,0,0,0,0,0,51,63.0,7.0,2,62.45,21.52,22.93,1.42,Cannot Lose Them
4646,Master,Married,78497.0,0,0,2013-01-12,44,207,26,447,75.0,0,126.5,1,5,7,12.0,2,0,0,0,1,0,0,0,72,978.0,25.0,0,56.1,89.26,72.36,3.73,New Customers
3037,Doctor,Married,50150.0,0,0,2013-06-20,32,135,46,92,65.0,61,11.0,2,5,2,7.0,5,0,0,0,0,0,0,0,40,410.0,16.0,0,66.83,53.26,51.02,2.7,at Risk Customers
1473,Master,Single,47823.0,0,1,2013-07-23,0,53,1,5,2.0,1,10.0,2,2,0,3.0,8,0,0,0,0,0,0,0,63,72.0,7.0,1,100.0,21.52,26.26,1.8,at Risk Customers
1016,Doctor,Single,34554.0,0,1,2014-03-30,43,41,1,6,2.0,0,5.0,2,2,0,3.0,6,0,0,0,0,0,0,0,64,55.0,7.0,1,56.79,21.52,19.87,1.29,Cannot Lose Them
4518,Bachelor,Together,85693.0,0,1,2013-04-20,59,386,81,183,120.5,81,111.0,2,9,5,11.0,5,0,0,0,0,0,0,0,44,1169.0,27.0,1,40.04,94.64,79.79,3.9,New Customers
9370,Doctor,Married,65846.0,0,0,2013-05-17,68,562,81,276,80.0,40,81.0,1,6,3,6.0,4,0,0,0,0,0,0,0,78,1120.0,16.0,0,31.44,53.26,77.81,3.2,New Customers
8908,Bachelor,Married,87195.0,0,0,2014-08-05,35,217,76,556,50.0,26,38.0,1,3,10,5.0,1,0,0,0,0,0,0,1,64,1097.0,20.0,0,64.18,70.83,76.96,3.67,New Customers
8373,Diploma,Together,24594.0,1,0,2013-10-12,94,1,3,6,10.0,0,9.0,1,1,0,3.0,5,0,0,0,0,0,0,0,44,29.0,5.0,1,5.23,9.46,7.75,0.39,Cannot Lose Them
7533,Bachelor,Married,49096.0,1,1,2013-09-24,15,144,1,32,2.0,1,7.0,4,4,1,4.0,7,0,0,0,0,0,0,0,59,187.0,13.0,2,84.33,44.26,39.61,2.38,at Risk Customers
2683,Bachelor,Married,52413.0,0,2,2013-02-02,56,295,81,271,75.0,81,65.0,4,6,4,12.0,6,0,0,0,0,0,0,0,54,910.0,26.0,2,42.94,92.28,69.7,3.6,New Customers
3629,Bachelor,Single,38557.0,1,0,2012-12-19,17,76,3,31,4.0,4,27.0,2,3,1,3.0,7,0,0,0,0,0,0,0,45,145.0,9.0,1,82.57,31.32,36.48,2.1,at Risk Customers
10991,Master,Married,89058.0,0,0,2012-07-12,18,454,81,106,31.0,22,43.0,1,5,4,4.0,2,0,0,0,0,0,0,0,63,850.0,14.0,0,81.7,46.47,67.29,3.18,New Customers
5077,Bachelor,Together,77298.0,0,1,2013-02-11,46,425,81,292,23.0,35,79.0,1,6,6,11.0,3,0,0,0,0,0,0,0,44,969.0,24.0,1,54.39,86.5,71.78,3.66,New Customers
7431,Doctor,Single,68126.0,0,0,2012-10-11,40,1225,17,311,23.0,51,86.0,1,7,4,5.0,9,0,1,0,0,0,0,1,32,1820.0,17.0,0,59.38,58.1,95.74,3.99,New Customers
3267,Master,Together,57288.0,0,1,2014-06-25,27,527,0,21,0.0,0,60.0,3,8,1,8.0,6,0,1,0,0,0,0,0,60,608.0,20.0,1,72.49,70.83,59.34,3.23,New Customers
999,Bachelor,Single,86037.0,0,0,2013-02-01,95,490,44,125,29.0,20,22.0,1,6,7,11.0,3,0,1,1,0,0,0,1,32,730.0,25.0,0,4.22,89.26,63.16,3.08,New Customers
9215,Doctor,Married,43974.0,1,0,2012-12-12,19,378,0,101,0.0,0,72.0,5,6,4,6.0,7,0,0,0,0,0,0,0,43,551.0,21.0,1,80.71,75.04,57.24,3.29,New Customers
2286,Bachelor,Single,50785.0,1,1,2013-10-09,27,64,1,21,0.0,1,27.0,2,2,1,3.0,6,0,0,0,0,0,0,0,61,114.0,8.0,2,72.49,26.94,33.33,1.87,at Risk Customers
1592,Bachelor,Married,90765.0,0,0,2014-01-24,25,547,81,556,120.5,81,33.0,0,4,6,5.0,1,0,0,1,1,0,0,0,53,1724.0,15.0,0,74.6,49.35,94.28,3.94,New Customers
367,Master,Married,36550.0,1,0,2013-02-19,74,47,81,94,120.5,81,120.0,5,9,1,5.0,9,0,0,0,0,0,0,0,45,577.0,20.0,1,25.35,70.83,58.25,2.84,at Risk Customers
5234,Master,Together,30753.0,1,1,2013-11-07,85,12,5,25,0.0,9,30.0,2,1,1,3.0,5,0,0,0,0,0,0,0,56,81.0,7.0,2,14.22,21.52,28.51,1.22,Cannot Lose Them
9862,Bachelor,Together,21918.0,1,0,2013-11-14,37,1,6,7,11.0,5,3.0,2,2,0,3.0,6,0,0,0,0,0,0,0,54,33.0,7.0,1,62.45,21.52,9.44,1.04,Cannot Lose Them
9805,Master,Together,56129.0,0,1,2013-06-20,65,320,48,133,39.0,72,48.0,4,6,2,10.0,4,0,0,0,0,0,0,0,70,660.0,22.0,1,34.2,79.26,60.91,3.1,New Customers
6205,Master,Single,32557.0,1,0,2014-02-24,13,34,3,29,0.0,4,10.0,3,2,1,3.0,5,0,0,0,0,0,0,1,56,80.0,9.0,1,86.14,31.32,28.22,1.89,at Risk Customers
8442,Master,Married,19510.0,2,0,2013-04-09,63,9,0,7,3.0,4,7.0,2,1,0,3.0,7,0,0,0,0,0,0,0,38,30.0,6.0,2,36.42,15.45,8.17,0.72,Cannot Lose Them
7386,Bachelor,Divorced,30992.0,1,0,2013-04-22,83,17,0,14,7.0,3,2.0,1,1,0,3.0,7,0,0,0,0,0,0,0,47,43.0,5.0,1,16.15,9.46,13.78,0.65,Cannot Lose Them
7215,Bachelor,Single,101970.0,0,0,2013-12-03,69,722,27,102,44.0,72,126.5,0,6,8,13.0,2,0,1,1,1,0,0,1,40,1135.0,27.0,0,30.52,94.64,78.3,3.79,New Customers
1491,Master,Together,71488.0,0,0,2013-02-18,87,162,33,124,40.0,28,126.5,2,3,4,7.0,1,0,0,0,0,0,0,0,58,559.0,16.0,0,12.04,53.26,57.38,2.47,at Risk Customers
